ID_NUM,IND_ACCDA,IND_ACCIV,TOTAL_MU30DF,TOTAL_HG30DF,TOTAL_HL30DF,FECHA_ACCIDENTE,HORA_ACCIDENTE,MES_1F,ANYO,CCAA_1F,PROVINCIA_1F,COD_MUNICIPIO,CARRETERA,KM,SENTIDO_1F,TIPO_VIA_3F,TITULARIDAD_VIA_2F,TIPO_ANIMAL_1F,TIPO_ANIMAL_2F
202410241886,1,0,0,0,0,2/11/2024,18:40,11,2024,10,10,00000,EX-117,39,1,2,2,8,1
202410241887,1,0,0,0,0,2/1/2024,23:15,1,2024,10,10,00000,EX-204,"45,8",2,2,2,8,1
202410241888,1,0,0,0,0,12/1/2024,20:15,1,2024,10,10,00000,EX-204,"41,1",1,2,2,8,1
202410241889,1,0,0,0,0,10/10/2024,21:20,10,2024,10,10,00000,CC-122,"6,1",1,2,3,8,1
202410241890,1,0,0,0,0,21/10/2024,8:40,10,2024,10,10,00000,CC-122,"6,5",1,2,3,8,1
202410241891,1,0,0,0,0,22/12/2024,10:00,12,2024,10,10,00000,EX-204,"41,023",2,2,2,20,2
202410241892,1,0,0,0,0,24/6/2024,22:43,6,2024,10,10,00000,CC-233,"9,2",2,2,3,8,1
202410241893,1,0,0,0,0,26/11/2024,22:30,11,2024,10,10,00000,CC-241,"1,8",2,2,3,22,2
202410241894,1,0,0,0,0,4/1/2024,20:23,1,2024,10,10,10148,N-110,"399,558",2,2,1,8,1
202410241895,1,0,0,0,0,4/1/2024,20:05,1,2024,10,10,10148,N-110,"399,562",2,2,1,8,1
202410241896,1,0,0,0,0,9/1/2024,6:45,1,2024,10,10,10148,A-66,476,1,1,1,17,1
202410241897,1,0,0,0,0,14/1/2024,0:15,1,2024,10,10,00000,EX-203,"3,661",2,2,2,8,1
202410241898,1,0,0,0,0,23/1/2024,20:00,1,2024,10,10,10148,EX-203,"1,689",1,2,2,8,1
202410241899,1,0,0,0,0,16/2/2024,21:45,2,2024,10,10,10148,N-110,"400,582",2,2,1,20,2
202410241900,1,0,0,0,0,17/2/2024,20:45,2,2024,10,10,10148,N-110,"398,85",2,2,1,8,1
202410241901,1,0,0,0,0,3/3/2024,22:35,3,2024,10,10,10148,N-110,400,2,2,1,8,1
202410241902,1,0,0,0,0,31/3/2024,21:10,3,2024,10,10,10148,N-630,478,2,2,1,17,1
202410241903,1,0,0,0,0,5/4/2024,21:35,4,2024,10,10,10148,N-110,"399,45",2,2,1,8,1
202410241904,1,0,0,0,0,9/4/2024,21:50,4,2024,10,10,10148,EX-203,"3,6",2,2,2,8,1
202410241905,1,0,0,0,0,27/4/2024,22:22,4,2024,10,10,10148,N-630,"481,3",2,2,1,8,1
202410241906,1,0,0,0,0,8/6/2024,1:05,6,2024,10,10,10148,EX-370,"5,2",2,2,2,17,1
202410241907,1,0,0,0,0,8/7/2024,23:30,7,2024,10,10,10148,EX-203,"0,25",2,2,2,8,1
202410241908,1,0,0,0,0,14/8/2024,23:30,8,2024,10,10,10148,EX-203,"1,462",2,2,2,8,1
202410241909,1,0,0,0,0,19/9/2024,7:15,9,2024,10,10,00000,EX-208,"15,888",1,2,2,8,1
202410241910,1,0,0,0,0,24/9/2024,2:30,9,2024,10,10,10148,CC-227,1,2,2,3,23,2
202410241911,1,0,0,0,0,18/10/2024,22:15,10,2024,10,10,00000,EX-203,"3,8",1,2,2,8,1
202410241912,1,0,0,0,0,28/10/2024,20:25,10,2024,10,10,10148,EX-203,"1,65",3,2,2,8,1
202410241913,1,0,0,0,0,16/11/2024,19:30,11,2024,10,10,10148,A-66,"471,764",2,1,1,20,2
202410241914,1,0,0,0,0,9/12/2024,19:30,12,2024,10,10,00000,EX-203,"6,1",1,2,2,8,1
202410241915,1,0,0,0,0,10/12/2024,19:25,12,2024,10,10,10148,N-630,464,1,2,1,8,1
202410241916,1,0,0,0,0,11/12/2024,23:20,12,2024,10,10,10148,N-110,396,2,2,1,8,1
202410241917,1,0,0,0,0,15/12/2024,22:40,12,2024,10,10,10148,N-110,"398,45",1,2,1,8,1
202410241918,1,0,0,0,0,17/12/2024,19:50,12,2024,10,10,00000,EX-203,"4,689",1,2,2,8,1
202410241919,1,0,0,0,0,30/12/2024,22:00,12,2024,10,10,10148,EX-203,"0,3",1,2,2,17,1
202410241920,1,0,0,0,0,31/1/2024,21:40,1,2024,10,10,10037,A-58,"27,52",2,1,1,17,1
202410241921,1,0,0,0,0,26/4/2024,5:30,4,2024,10,10,00000,CC-333,"5,411",2,2,3,5,1
202410241922,1,0,0,0,0,3/11/2024,19:30,11,2024,10,10,00000,CC-148,"24,5",1,2,3,8,1
202410241923,1,0,0,0,0,14/1/2024,19:15,1,2024,10,10,00000,EX-371,"0,8",1,2,2,8,1
202410241924,1,0,0,0,0,10/3/2024,20:00,3,2024,10,10,00000,EX-371,"10,1",1,2,2,3,1
202410241925,1,0,0,0,0,9/5/2024,6:35,5,2024,10,10,00000,EX-372,"1,1",2,2,2,8,1
202410241926,1,0,0,0,0,2/6/2024,0:02,6,2024,10,10,00000,EX-371,"1,443",1,2,2,8,1
202410241927,1,0,0,0,0,18/11/2024,18:10,11,2024,10,10,00000,EX-371,"3,893",2,2,2,3,1
202410241928,1,0,0,0,0,27/1/2024,20:55,1,2024,10,10,00000,EX-204,"24,5",2,2,2,8,1
202410241929,1,0,0,0,0,3/5/2024,22:10,5,2024,10,10,00000,EX-204,23,1,2,2,8,1
202410241930,1,0,0,0,0,16/5/2024,7:20,5,2024,10,10,00000,EX-370,10,1,2,2,3,1
202410241931,1,0,0,0,0,13/8/2024,22:50,8,2024,10,10,00000,EX-370,"32,45",1,2,2,26,2
202410241932,1,0,0,0,0,28/10/2024,7:15,10,2024,10,10,00000,EX-370,"31,045",2,2,2,8,1
202410241933,1,0,0,0,0,28/10/2024,21:10,10,2024,10,10,00000,CC-116,"8,5",1,2,3,8,1
202410241934,1,0,0,0,0,14/12/2024,20:00,12,2024,10,10,00000,EX-370,"33,105",2,2,2,8,1
202410241935,1,0,0,0,0,6/12/2024,6:00,12,2024,10,10,00000,A-5,"270,7",2,1,1,20,2
202410241936,1,0,0,0,0,21/2/2024,23:30,2,2024,10,10,00000,No inventariada,"8,5",1,2,5,8,1
202410241937,1,0,0,0,0,8/7/2024,10:20,7,2024,10,10,00000,CC-163,"5,4",1,2,3,20,2
202410241938,1,0,0,0,0,13/7/2024,5:00,7,2024,10,10,00000,CAMINO VEC,"2,4",1,2,4,8,1
202410241939,1,0,0,0,0,30/7/2024,20:30,7,2024,10,10,00000,CHT N6,"6,4",1,2,5,8,1
202410241940,1,0,0,0,0,10/8/2024,7:30,8,2024,10,10,10148,A-66,"487,366",2,2,1,8,1
202410241941,1,0,0,0,0,4/11/2024,18:40,11,2024,10,10,00000,CC163,"4,5",1,2,5,0,0
202410241942,1,0,0,0,0,25/1/2024,22:20,1,2024,10,10,00000,CC-247,"1,5",2,2,3,20,2
202410241943,1,0,0,0,0,7/7/2024,14:45,7,2024,10,10,00000,EX-386,"20,15",2,2,2,5,1
202410241944,1,0,0,0,0,22/7/2024,6:55,7,2024,10,10,00000,EX-386,18,1,2,2,3,1
202410241945,1,0,0,0,0,13/2/2024,16:50,2,2024,10,10,00000,CC-404,"4,275",2,2,3,20,2
202410241946,1,0,0,0,0,9/7/2024,23:50,7,2024,10,10,00000,A-5,"202,078",2,1,1,8,1
202410241947,1,0,0,0,0,10/7/2024,6:25,7,2024,10,10,00000,N-5,"205,05",2,2,1,8,1
202410241948,1,0,0,0,0,15/8/2024,7:20,8,2024,10,10,00000,EX-389,"34,1",1,2,2,3,1
202410241949,1,0,0,0,0,10/9/2024,7:00,9,2024,10,10,00000,CC-403,"0,8",2,2,3,5,1
202410241950,1,0,0,0,0,29/11/2024,0:15,11,2024,10,10,00000,A-5,"214,902",1,1,1,8,1
202410241951,1,0,0,0,0,10/12/2024,22:00,12,2024,10,10,00000,CC-404,"2,5",2,2,3,3,1
202410241952,1,0,0,0,0,1/12/2024,19:30,12,2024,10,10,00000,CC-349,1,1,2,3,8,1
202410241953,1,0,0,0,0,5/1/2024,8:50,1,2024,10,10,00000,N-521,"102,5",1,2,1,18,1
202410241954,1,0,0,0,0,27/2/2024,19:50,2,2024,10,10,00000,CC-313,"3,5",2,2,3,8,1
202410241955,1,0,0,0,0,27/9/2024,16:00,9,2024,10,10,00000,CC-313,"3,3",1,2,3,6,1
202410241956,1,0,0,0,0,19/7/2024,2:50,7,2024,10,10,00000,EX-381,"27,3",1,2,2,16,1
202410241957,1,0,0,0,0,22/12/2024,21:05,12,2024,10,10,00000,EX-381,28,1,2,2,8,1
202410241958,1,0,0,0,0,17/11/2024,6:50,11,2024,10,10,00000,EX-205,"21,4",1,2,2,5,1
202410241959,1,0,0,0,0,22/11/2024,7:45,11,2024,10,10,00000,CC-349,"4,4",1,2,3,26,2
202410241960,1,0,0,0,0,24/2/2024,18:10,2,2024,10,10,00000,A-5,"267,9",2,1,1,5,1
202410241961,1,0,0,0,0,24/3/2024,20:20,3,2024,10,10,00000,CC-415,"4,86",1,2,3,20,2
202410241962,1,0,0,0,0,17/1/2024,6:00,1,2024,10,10,00000,EX-205,"78,653",2,2,2,20,2
202410241963,1,0,0,0,0,2/10/2024,18:10,10,2024,10,10,00000,CC-119,2,1,2,3,18,1
202410241964,1,0,0,0,0,29/2/2024,19:45,2,2024,10,10,00000,CC-311,"6,3",1,2,3,8,1
202410241965,1,0,0,0,0,22/3/2024,7:20,3,2024,10,10,00000,CC-311,8,2,2,3,3,1
202410241966,1,0,0,0,0,29/7/2024,6:00,7,2024,10,10,00000,CC-311,"6,8",2,2,3,3,1
202410241967,1,0,0,0,0,13/8/2024,7:20,8,2024,10,10,10203,EX-374,"10,2",1,2,2,3,1
202410241968,1,0,0,0,0,10/10/2024,22:15,10,2024,10,10,00000,CC-311,6,1,2,3,3,1
202410241969,1,0,0,0,0,13/4/2024,2:25,4,2024,10,10,00000,A-66,528,1,1,1,5,1
202410241970,1,0,0,0,0,23/12/2024,23:30,12,2024,10,10,00000,A-66,523,1,1,1,8,1
202410241971,1,0,0,0,0,25/12/2024,13:30,12,2024,10,10,00000,CC-116,"0,6",3,2,3,8,1
202410241972,1,0,0,0,0,20/1/2024,21:30,1,2024,10,10,00000,CC-253,"6,5",1,2,3,8,1
202410241973,1,0,0,0,0,25/9/2024,22:25,9,2024,10,10,00000,CC-253,"6,2",1,2,3,8,1
202410241974,1,0,0,0,0,3/10/2024,21:30,10,2024,10,10,00000,CC-253,"6,2",1,2,3,8,1
202410241975,1,0,0,0,0,15/1/2024,16:00,1,2024,10,10,00000,EX-208,23,1,2,2,3,1
202410241976,1,0,0,0,0,1/3/2024,20:15,3,2024,10,10,00000,CC-226,16,1,2,3,3,1
202410241977,1,0,0,0,0,13/6/2024,0:15,6,2024,10,10,00000,CC-226,"16,5",2,2,3,3,1
202410241978,1,0,0,0,0,11/7/2024,8:00,7,2024,10,10,00000,CC-226,21,2,2,3,8,1
202410241979,1,0,0,0,0,12/8/2024,14:30,8,2024,10,10,00000,EX-208,"23,45",2,2,2,3,1
202410241980,1,0,0,0,0,15/8/2024,7:00,8,2024,10,10,00000,CC-226,"16,2",1,2,3,3,1
202410241981,1,0,0,0,0,11/10/2024,9:15,10,2024,10,10,00000,CV. PRES T,"5,8",2,2,4,3,1
202410241982,1,0,0,0,0,4/11/2024,19:10,11,2024,10,10,00000,EX-208,"23,05",1,2,2,3,1
202410241983,1,0,0,0,0,5/6/2024,22:26,6,2024,10,10,00000,EX-389,"27,5",2,2,2,3,1
202410241984,1,0,0,0,0,9/7/2024,20:03,7,2024,10,10,00000,CC-254,"2,1",2,2,3,8,1
202410241985,1,0,0,0,0,13/10/2024,8:45,10,2024,10,10,00000,CC-254,"2,2",2,2,3,20,2
202410241986,1,0,0,0,0,1/6/2024,0:50,6,2024,10,10,10037,EX-206,"9,462",2,2,2,8,1
202410241987,1,0,0,0,0,15/11/2024,19:50,11,2024,10,10,10037,CC-340,"5,678",2,2,3,20,2
202410241988,1,0,0,0,0,18/12/2024,18:45,12,2024,10,10,10037,CC-340,"5,9",1,2,3,20,2
202410241989,1,0,0,0,0,11/1/2024,7:45,1,2024,10,10,00000,CC-326,1,1,2,3,8,1
202410241990,1,0,0,0,0,1/2/2024,5:15,2,2024,10,10,00000,EX-373,"22,4",2,2,2,3,1
202410241991,1,0,0,0,0,2/4/2024,6:20,4,2024,10,10,00000,EX-390,"28,4",1,2,2,3,1
202410241992,1,0,0,0,0,12/7/2024,0:10,7,2024,10,10,00000,EX-390,21,1,2,2,17,1
202410241993,1,0,0,0,0,17/10/2024,7:00,10,2024,10,10,00000,CC-326,"4,1",1,2,3,8,1
202410241994,1,0,0,0,0,16/11/2024,22:25,11,2024,10,10,00000,EX-390,"18,948",2,2,2,9,1
202410241995,1,0,0,0,0,21/11/2024,19:30,11,2024,10,10,00000,CC-326,"2,5",2,2,3,8,1
202410241996,1,0,0,0,0,12/1/2024,8:05,1,2024,10,10,10180,EX-119,"13,95",2,2,2,20,2
202410241997,1,0,0,0,0,7/2/2024,20:05,2,2024,10,10,10180,CG Nº8,9,1,2,5,8,1
202410241998,1,0,0,0,0,23/3/2024,20:00,3,2024,10,10,10180,C.G. Nº 8,8,2,2,5,20,2
202410241999,1,0,0,0,0,15/4/2024,9:45,4,2024,10,10,10180,No inventariada,"1,5",1,2,4,26,2
202410242000,1,0,0,0,0,13/8/2024,6:45,8,2024,10,10,10180,CAMINO G 8,"26,4",2,2,5,24,2
202410242001,1,0,0,0,0,15/8/2024,9:30,8,2024,10,10,10180,CAMINO GRA,"10,4",2,2,5,20,2
202410242002,1,0,0,0,0,4/11/2024,5:30,11,2024,10,10,10180,EX-119,"15,65",1,2,2,8,1
202410242003,1,0,0,0,0,24/11/2024,22:00,11,2024,10,10,10104,EX-392,"10,7",1,2,2,8,1
202410242004,1,0,0,0,0,6/1/2024,19:00,1,2024,10,10,00000,EX-203,"16,447",2,2,2,8,1
202410242005,1,0,0,0,0,14/1/2024,12:30,1,2024,10,10,00000,EX-203,"25,799",2,2,2,20,2
202410242006,1,0,0,0,0,16/4/2024,7:30,4,2024,10,10,00000,EX-203,"24,2",1,2,2,8,1
202410242007,1,0,0,0,0,26/7/2024,6:20,7,2024,10,10,00000,EX-203,"15,8",1,2,2,8,1
202410242008,1,0,0,0,0,1/11/2024,18:40,11,2024,10,10,00000,CC-238,"2,164",2,2,3,8,1
202410242009,1,0,0,0,0,19/11/2024,6:45,11,2024,10,10,00000,EX-203,"9,029",2,2,2,8,1
202410242010,1,0,0,0,0,24/11/2024,20:00,11,2024,10,10,00000,EX-389,"7,037",1,2,2,8,1
202410242011,1,0,0,0,0,19/1/2024,20:00,1,2024,10,10,00000,EX-A1,"19,639",1,1,2,16,1
202410242012,1,0,0,0,0,2/2/2024,22:00,2,2024,10,10,00000,EX-A1,"17,4",1,1,2,8,1
202410242013,1,0,0,0,0,15/3/2024,3:20,3,2024,10,10,00000,EX-A1,"21,005",1,1,2,16,1
202410242014,1,0,0,0,0,31/3/2024,3:00,3,2024,10,10,00000,EX-A1,"25,5",2,1,2,8,1
202410242015,1,0,0,0,0,18/5/2024,7:40,5,2024,10,10,00000,EX-A1,"22,2",2,1,2,1,1
202410242016,1,0,0,0,0,14/6/2024,22:30,6,2024,10,10,00000,EX-204,"34,1",2,2,2,5,1
202410242017,1,0,0,0,0,1/12/2024,18:45,12,2024,10,10,00000,EX-204,"37,9",1,2,2,8,1
202410242018,1,0,0,0,0,22/3/2024,7:35,3,2024,10,10,00000,CC-419,"5,05",1,2,3,8,1
202410242019,1,0,0,0,0,13/5/2024,18:10,5,2024,10,10,00000,No inventariada,"14,5",2,2,4,9,1
202410242020,1,0,0,0,0,17/11/2024,2:00,11,2024,10,10,00000,CC-419,"1,05",2,2,3,3,1
202410242021,1,0,0,0,0,8/12/2024,19:00,12,2024,10,10,00000,A-5,"232,516",1,1,1,26,2
202410242022,1,0,0,0,0,10/12/2024,23:15,12,2024,10,10,00000,CC-419,"2,9",1,2,3,8,1
202410242023,1,0,0,0,0,20/12/2024,15:45,12,2024,10,10,00000,CC-419,"15,021",2,2,3,20,2
202410242024,1,0,0,0,0,18/6/2024,10:00,6,2024,10,10,00000,CAM VILLAB,4,1,2,4,5,1
202410242025,1,0,0,0,0,23/9/2024,21:50,9,2024,10,10,00000,CC-112,"15,465",2,2,3,8,1
202410242026,1,0,0,0,0,21/10/2024,0:00,10,2024,10,10,00000,CC-112,"16,5",1,2,3,8,1
202410242027,1,0,0,0,0,18/6/2024,10:00,6,2024,10,10,00000,No inventariada,4,1,2,4,5,1
202410242028,1,0,0,0,0,22/2/2024,20:10,2,2024,10,10,00000,EX-206,"34,3",1,2,2,8,1
202410242029,1,0,0,0,0,6/7/2024,5:10,7,2024,10,10,00000,EX-381,"34,8",2,2,2,8,1
202410242030,1,0,0,0,0,5/1/2024,8:15,1,2024,10,10,00000,EX-109,"7,85",1,2,2,3,1
202410242031,1,0,0,0,0,6/1/2024,4:45,1,2024,10,10,00000,EX-109,"5,9",1,2,2,3,1
202410242032,1,0,0,0,0,28/2/2024,3:30,2,2024,10,10,00000,EX-109,"8,7",1,2,2,20,2
202410242033,1,0,0,0,0,23/4/2024,0:30,4,2024,10,10,00000,EX-109,"8,748",1,2,2,17,1
202410242034,1,0,0,0,0,11/5/2024,3:00,5,2024,10,10,00000,EX-109,"5,968",2,2,2,8,1
202410242035,1,0,0,0,0,20/8/2024,9:30,8,2024,10,10,00000,CC-162,"5,083",2,2,3,8,1
202410242036,1,0,0,0,0,27/9/2024,7:15,9,2024,10,10,00000,EX-108,"96,2",1,2,2,8,1
202410242037,1,0,0,0,0,6/10/2024,3:30,10,2024,10,10,00000,EX-371,"15,5",2,2,2,8,1
202410242038,1,0,0,0,0,25/9/2024,1:50,9,2024,10,10,00000,EX-109,"12,8",1,2,2,8,1
202410242039,1,0,0,0,0,15/10/2024,13:50,10,2024,10,10,00000,EX-109,"10,955",2,2,2,0,0
202410242040,1,0,0,0,0,21/10/2024,2:00,10,2024,10,10,00000,CC-162,"6,9",3,2,3,8,1
202410242041,1,0,0,0,0,29/10/2024,6:55,10,2024,10,10,00000,EX-109,"8,7",2,2,2,17,1
202410242042,1,0,0,0,0,27/1/2024,0:25,1,2024,10,10,00000,EX-385,"14,6",1,2,2,8,1
202410242043,1,0,0,0,0,15/2/2024,14:20,2,2024,10,10,00000,EX-208,"46,7",2,2,1,8,1
202410242044,1,0,0,0,0,6/4/2024,8:45,4,2024,10,10,00000,EX-390,"39,95",2,2,2,8,1
202410242045,1,0,0,0,0,5/6/2024,6:00,6,2024,10,10,00000,EX-390,51,1,2,2,17,1
202410242046,1,0,0,0,0,5/7/2024,12:30,7,2024,10,10,00000,EX-208,"50,189",1,2,2,5,1
202410242047,1,0,0,0,0,10/7/2024,6:15,7,2024,10,10,00000,CC-226,"29,9",1,2,3,8,1
202410242048,1,0,0,0,0,22/8/2024,7:00,8,2024,10,10,00000,CAMINO RUR,15,1,2,4,8,1
202410242049,0,1,0,0,1,1/9/2024,1:15,9,2024,10,10,00000,EX-208,"40,3",2,2,2,8,1
202410242050,1,0,0,0,0,16/9/2024,0:30,9,2024,10,10,00000,EX-390,"47,8",2,2,2,8,1
202410242051,1,0,0,0,0,13/9/2024,7:30,9,2024,10,10,00000,EX-390,"48,2",1,2,2,8,1
202410242052,1,0,0,0,0,11/9/2024,21:45,9,2024,10,10,00000,CC-337,"13,3",1,2,3,8,1
202410242053,1,0,0,0,0,29/12/2024,6:45,12,2024,10,10,00000,EX-206,"23,9",2,2,2,26,2
202410242054,1,0,0,0,0,29/12/2024,6:35,12,2024,10,10,00000,EX-206,"23,9",2,2,2,26,2
202410242055,1,0,0,0,0,3/7/2024,22:15,7,2024,10,10,00000,EX-206,14,2,2,2,24,2
202410242056,1,0,0,0,0,21/8/2024,21:35,8,2024,10,10,00000,EX-206,17,2,2,2,17,1
202410242057,1,0,0,0,0,3/10/2024,7:00,10,2024,10,10,00000,EX-206,"19,773",2,2,2,8,1
202410242058,1,0,0,0,0,7/1/2024,20:20,1,2024,10,10,10195,A-58,"21,5",2,1,1,20,2
202410242059,1,0,0,0,0,19/1/2024,20:00,1,2024,10,10,10195,N-5,"256,5",1,2,1,8,1
202410242060,1,0,0,0,0,3/2/2024,19:15,2,2024,10,10,10195,A-5,"249,383",2,1,1,20,2
202410242061,1,0,0,0,0,19/2/2024,20:00,2,2024,10,10,10195,EX-208,"53,2",2,2,2,8,1
202410242062,1,0,0,0,0,13/3/2024,6:45,3,2024,10,10,10195,A-5,"256,479",1,1,1,5,1
202410242063,1,0,0,0,0,14/4/2024,4:50,4,2024,10,10,10195,A-5,"257,214",1,1,1,8,1
202410242064,1,0,0,0,0,8/6/2024,1:45,6,2024,10,10,10195,A-5,255,1,1,1,17,1
202410242065,1,0,0,0,0,11/6/2024,23:40,6,2024,10,10,10195,EX-208,"81,794",1,2,2,17,1
202410242066,1,0,0,0,0,24/6/2024,8:40,6,2024,10,10,10195,CV,"3,5",1,2,4,3,1
202410242067,1,0,0,0,0,30/7/2024,6:45,7,2024,10,10,10195,EX-208,"57,9",2,2,2,8,1
202410242068,1,0,0,0,0,22/7/2024,13:55,7,2024,10,10,10195,A-58,"1,5",2,1,1,17,1
202410242069,1,0,0,0,0,8/11/2024,13:10,11,2024,10,10,10195,EX-381,2,2,2,2,17,1
202410242070,1,0,0,0,0,11/12/2024,8:30,12,2024,10,10,10195,EX-208,"83,6",2,2,2,20,2
202410242071,1,0,0,0,0,25/8/2024,2:30,8,2024,10,10,00000,N-110,"385,8",1,2,1,8,1
202410242072,1,0,0,0,0,4/12/2024,18:35,12,2024,10,10,00000,N-110,387,2,2,1,0,0
202410242073,1,0,0,0,0,29/1/2024,0:15,1,2024,10,10,00000,EX-206,28,1,2,2,20,2
202410242074,1,0,0,0,0,5/9/2024,1:45,9,2024,10,10,00000,EX-206,"27,9",1,2,2,8,1
202410242075,0,1,0,0,1,29/9/2024,22:05,9,2024,10,10,00000,EX-206,29,3,2,2,8,1
202410242076,1,0,0,0,0,15/10/2024,7:30,10,2024,10,10,00000,EX-206,34,2,2,2,8,1
202410242077,0,1,0,1,2,7/12/2024,20:20,12,2024,10,10,00000,EX-206,"28,7",1,2,2,26,2
202410242078,1,0,0,0,0,18/10/2024,18:45,10,2024,10,10,00000,CC-408,9,2,2,3,3,1
202410242079,1,0,0,0,0,29/7/2024,0:10,7,2024,10,10,00000,EX-387,24,1,2,2,3,1
202410242080,1,0,0,0,0,12/9/2024,5:30,9,2024,10,10,00000,EX-387,20,1,2,2,3,1
202410242081,1,0,0,0,0,9/11/2024,19:00,11,2024,10,10,00000,EX-387,24,1,2,2,3,1
202410242082,1,0,0,0,0,7/6/2024,23:25,6,2024,10,10,00000,EX-206,"39,741",1,2,2,8,1
202410242083,1,0,0,0,0,26/9/2024,5:45,9,2024,10,10,00000,EX-206,42,1,2,2,8,1
202410242084,1,0,0,0,0,1/1/2024,19:30,1,2024,10,10,00000,EX-370,"15,8",2,2,2,8,1
202410242085,1,0,0,0,0,11/1/2024,22:15,1,2024,10,10,00000,EX-370,"15,8",1,2,2,8,1
202410242086,1,0,0,0,0,15/9/2024,22:20,9,2024,10,10,00000,EX-370,"16,55",3,2,2,8,1
202410242087,1,0,0,0,0,10/1/2024,23:20,1,2024,10,10,10203,N-521,"144,6",2,2,1,8,1
202410242088,1,0,0,0,0,21/2/2024,23:50,2,2024,10,10,10203,CC-306,"3,1",2,2,3,8,1
202410242089,1,0,0,0,0,27/2/2024,21:00,2,2024,10,10,10203,N-521,"126,1",2,2,1,3,1
202410242090,1,0,0,0,0,16/5/2024,2:15,5,2024,10,10,10203,CC-306,"11,7",1,2,3,8,1
202410242091,1,0,0,0,0,8/5/2024,12:00,5,2024,10,10,10203,CC-311,"0,5",1,2,3,8,1
202410242092,1,0,0,0,0,22/5/2024,0:10,5,2024,10,10,10203,EX-110,"2,25",1,2,2,17,1
202410242093,1,0,0,0,0,21/6/2024,0:40,6,2024,10,10,10203,N-521,145,1,2,1,8,1
202410242094,1,0,0,0,0,1/7/2024,4:20,7,2024,10,10,00000,CC-313,"5,6",2,2,3,3,1
202410242095,1,0,0,0,0,28/7/2024,2:45,7,2024,10,10,10203,N-521,"145,3",1,2,1,3,1
202410242096,1,0,0,0,0,5/9/2024,23:15,9,2024,10,10,10203,EX-110,"3,5",2,2,2,8,1
202410242097,1,0,0,0,0,17/9/2024,20:15,9,2024,10,10,10203,N-521,128,1,2,1,3,1
202410242098,1,0,0,0,0,12/10/2024,20:45,10,2024,10,10,10203,CC-308,"1,7",1,2,3,8,1
202410242099,1,0,0,0,0,8/11/2024,8:15,11,2024,10,10,10203,N-521,"128,6",1,2,1,3,1
202410242100,1,0,0,0,0,9/12/2024,21:35,12,2024,10,10,10203,N-521,"146,5",2,2,1,17,1
202410242101,1,0,0,0,0,14/12/2024,20:20,12,2024,10,10,10203,N-521,"146,1",2,2,1,8,1
202410242102,1,0,0,0,0,8/1/2024,11:30,1,2024,10,10,00000,EX-203,"69,15",1,2,2,20,2
202410242103,1,0,0,0,0,22/1/2024,17:45,1,2024,10,10,00000,C.G.Nº 4,"7,7",3,2,5,20,2
202410242104,1,0,0,0,0,9/3/2024,21:50,3,2024,10,10,00000,EX-205,4,1,2,2,5,1
202410242105,1,0,0,0,0,5/10/2024,21:00,10,2024,10,10,00000,EX-205,1,1,2,2,3,1
202410242106,1,0,0,0,0,1/12/2024,23:15,12,2024,10,10,00000,EX-205,2,1,2,2,3,1
202410242107,1,0,0,0,0,12/3/2024,21:00,3,2024,10,10,00000,EX-203,63,1,2,2,8,1
202410242108,1,0,0,0,0,7/2/2024,7:30,2,2024,10,10,00000,EX-204,"19,3",2,2,2,22,2
202410242109,1,0,0,0,0,25/4/2024,13:45,4,2024,10,10,00000,CC-116,"7,832",1,2,3,8,1
202410242110,1,0,0,0,0,31/5/2024,22:10,5,2024,10,10,00000,CC-116,4,2,2,3,8,1
202410242112,1,0,0,0,0,22/5/2024,7:00,5,2024,10,10,00000,EX-205,26,2,2,2,8,1
202410242113,1,0,0,0,0,9/5/2024,6:55,5,2024,10,10,00000,EX-205,"31,2",1,2,2,5,1
202410242114,1,0,0,0,0,3/6/2024,20:45,6,2024,10,10,00000,EX-205,"24,2",2,2,2,5,1
202410242115,1,0,0,0,0,29/8/2024,7:00,8,2024,10,10,00000,EX-205,"30,5",1,2,2,26,2
202410242116,1,0,0,0,0,12/9/2024,21:15,9,2024,10,10,00000,CC-105,6,1,2,3,0,0
202410242117,1,0,0,0,0,25/11/2024,4:40,11,2024,10,10,00000,EX-205,"25,2",2,2,2,3,1
202410242118,1,0,0,0,0,27/1/2024,23:50,1,2024,10,10,00000,EX-204,27,2,2,2,20,2
202410242119,1,0,0,0,0,30/1/2024,10:10,1,2024,10,10,00000,EX-204,"29,9",1,2,2,20,2
202410242120,1,0,0,0,0,30/1/2024,20:00,1,2024,10,10,00000,EX-205,"70,05",2,2,2,8,1
202410242121,1,0,0,0,0,19/4/2024,22:30,4,2024,10,10,00000,EX-204,"30,1",2,2,2,8,1
202410242122,1,0,0,0,0,19/4/2024,22:15,4,2024,10,10,00000,EX-205,"70,7",1,2,2,8,1
202410242123,1,0,0,0,0,10/9/2024,3:40,9,2024,10,10,00000,EX-204,"27,1",1,2,2,17,1
202410242124,1,0,0,0,0,15/11/2024,22:00,11,2024,10,10,00000,EX-204,"28,8",1,2,2,25,2
202410242125,1,0,0,0,0,9/12/2024,21:05,12,2024,10,10,00000,EX-204,"26,6",1,2,2,17,1
202410242126,1,0,0,0,0,5/4/2024,10:05,4,2024,10,10,10148,EX-203,"3,6",2,2,2,17,1
